priority,pair_id,english_page,spanish_page,page_name,placement,current_asset,requested_filename,shot_brief_en,shot_brief_es,recommended_dimensions,crop_guidance,delivery_format,target_web_weight,rights_requirement,status
Medium,CAT018,/tulipe-archaeological-site/,/es/sitio-arqueologico-tulipe/,Tulipe Archaeological Site Visitor Guide,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat018-card-05.jpg,View across the forested landscape of the Chocó Andino,Vista sobre el paisaje boscoso del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT019,/yunguilla-community-tourism/,/es/turismo-comunitario-yunguilla/,Yunguilla Community Tourism Guide,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat019-card-01.jpg,Rural road through the mountain landscape of northwestern Pichincha,Camino rural por el paisaje montañoso del noroccidente de Pichincha,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT019,/yunguilla-community-tourism/,/es/turismo-comunitario-yunguilla/,Yunguilla Community Tourism Guide,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat019-card-04.jpg,Cloud forest slopes surrounding rural communities,Laderas de bosque nublado alrededor de comunidades rurales,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT019,/yunguilla-community-tourism/,/es/turismo-comunitario-yunguilla/,Yunguilla Community Tourism Guide,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat019-card-05.jpg,View over a forested valley in the Chocó Andino,Vista sobre un valle boscoso del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT020,/pacto-choco-andino-guide/,/es/guia-pacto-choco-andino/,Pacto and the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat020-card-03.jpg,Clouds moving through the western mountain landscape,Nubes moviéndose por el paisaje montañoso occidental,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT021,/nanegalito-choco-andino-guide/,/es/guia-nanegalito-choco-andino/,Nanegalito and the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat021-card-04.jpg,Rural road through northwestern Pichincha,Camino rural por el noroccidente de Pichincha,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT021,/nanegalito-choco-andino-guide/,/es/guia-nanegalito-choco-andino/,Nanegalito and the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat021-card-06.jpg,Clouds moving through forested mountain slopes,Nubes moviéndose por laderas montañosas boscosas,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT022,/mashpi-pachijal-choco-andino/,/es/mashpi-pachijal-choco-andino/,Mashpi and Pachijal in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat022-card-01.jpg,Clouds crossing forested foothills at lower elevation,Nubes atravesando estribaciones boscosas de menor elevación,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT022,/mashpi-pachijal-choco-andino/,/es/mashpi-pachijal-choco-andino/,Mashpi and Pachijal in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat022-card-04.jpg,Rural road through forested western terrain,Camino rural por el terreno boscoso occidental,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT022,/mashpi-pachijal-choco-andino/,/es/mashpi-pachijal-choco-andino/,Mashpi and Pachijal in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat022-card-05.jpg,View across a forested valley in the Chocó Andino,Vista sobre un valle boscoso del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT023,/mindo-and-choco-andino/,/es/mindo-y-choco-andino/,Mindo and the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat023-card-02.jpg,Binoculars overlooking a forested landscape,Binoculares frente a un paisaje boscoso,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT023,/mindo-and-choco-andino/,/es/mindo-y-choco-andino/,Mindo and the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat023-card-05.jpg,Rural road connecting destinations in northwestern Pichincha,Camino rural que conecta destinos del noroccidente de Pichincha,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT023,/mindo-and-choco-andino/,/es/mindo-y-choco-andino/,Mindo and the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat023-card-06.jpg,Clouds across forested mountain elevations,Nubes sobre distintas elevaciones boscosas,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT024,/cloud-forest-waterfalls-choco-andino/,/es/bosque-nublado-y-cascadas-choco-andino/,Cloud Forest and Waterfalls in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat024-card-01.jpg,Cloud layers crossing forested mountain slopes,Capas de nubes sobre laderas boscosas,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT024,/cloud-forest-waterfalls-choco-andino/,/es/bosque-nublado-y-cascadas-choco-andino/,Cloud Forest and Waterfalls in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat024-card-03.jpg,Rural entrance road leading into forest,Vía rural de entrada hacia el bosque,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT024,/cloud-forest-waterfalls-choco-andino/,/es/bosque-nublado-y-cascadas-choco-andino/,Cloud Forest and Waterfalls in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat024-card-05.jpg,Traveler viewing wet cloud forest conditions,Visitante observando condiciones húmedas del bosque,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT025,/local-farms-and-producers-choco-andino/,/es/fincas-y-productores-choco-andino/,Local Farms and Producers in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat025-card-03.jpg,Rural productive landscape in northwestern Pichincha,Paisaje productivo rural del noroccidente de Pichincha,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT025,/local-farms-and-producers-choco-andino/,/es/fincas-y-productores-choco-andino/,Local Farms and Producers in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-hero.jpg,assets/images/pages/replacements/cat025-card-06.jpg,Rural learning setting overlooking forest,Espacio rural de aprendizaje con vista al bosque,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT026,/quito-to-choco-andino-transport/,/es/transporte-quito-choco-andino/,Quito to the Chocó Andino Transport,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat026-card-01.jpg,Urban meeting point used to discuss Quito pickup,Punto urbano usado para coordinar una recogida en Quito,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT026,/quito-to-choco-andino-transport/,/es/transporte-quito-choco-andino/,Quito to the Chocó Andino Transport,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat026-card-03.jpg,Travel equipment representing passenger and luggage needs,Equipo de viaje como ejemplo de necesidades de pasajeros y equipaje,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT026,/quito-to-choco-andino-transport/,/es/transporte-quito-choco-andino/,Quito to the Chocó Andino Transport,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat026-card-04.jpg,Clouds over mountain roads where weather affects travel,Nubes sobre caminos montañosos afectados por el clima,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
