priority,pair_id,english_page,spanish_page,page_name,placement,current_asset,requested_filename,shot_brief_en,shot_brief_es,recommended_dimensions,crop_guidance,delivery_format,target_web_weight,rights_requirement,status
High,CAT007,/choco-andino-travel-guide/,/es/guia-de-viaje-choco-andino/,Chocó Andino Travel Guide,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat007-card-01.jpg,Clouds over forested ridges in the Chocó Andino,Nubes sobre las cordilleras boscosas del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT007,/choco-andino-travel-guide/,/es/guia-de-viaje-choco-andino/,Chocó Andino Travel Guide,content_card,/assets/cta_park_page_03.jpg,assets/images/pages/replacements/cat007-card-02.jpg,Misty mountain route in the Chocó Andino,Ruta de montaña con neblina en el Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT007,/choco-andino-travel-guide/,/es/guia-de-viaje-choco-andino/,Chocó Andino Travel Guide,content_card,/assets/images/pages/home/cacao-processing.jpg,assets/images/pages/replacements/cat007-card-03.jpg,Cacao beans during a local processing demonstration,Granos de cacao durante una demostración de procesamiento local,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT008,/choco-andino-biosphere-reserve/,/es/reserva-de-biosfera-choco-andino/,Chocó Andino Biosphere Reserve,hero,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat008-hero.jpg,Layered forested mountains in the Chocó Andino de Pichincha,Montañas boscosas en capas dentro del Chocó Andino de Pichincha,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT008,/choco-andino-biosphere-reserve/,/es/reserva-de-biosfera-choco-andino/,Chocó Andino Biosphere Reserve,content_card,/assets/cta_park_page_03.jpg,assets/images/pages/replacements/cat008-card-01.jpg,Cloud forest landscape in the Chocó Andino,Paisaje de bosque nublado en el Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT008,/choco-andino-biosphere-reserve/,/es/reserva-de-biosfera-choco-andino/,Chocó Andino Biosphere Reserve,content_card,/assets/images/pages/home/cacao-pod.jpg,assets/images/pages/replacements/cat008-card-02.jpg,Cacao pod representing productive landscapes in the region,Mazorca de cacao que representa los paisajes productivos de la región,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT008,/choco-andino-biosphere-reserve/,/es/reserva-de-biosfera-choco-andino/,Chocó Andino Biosphere Reserve,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat008-card-03.jpg,Clouds moving through a forested landscape,Nubes atravesando un paisaje de bosque,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT009,/things-to-do-in-choco-andino/,/es/que-hacer-en-el-choco-andino/,Things to Do in the Chocó Andino,hero,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat009-hero.jpg,Forested mountains and cloud layers in Ecuador's Chocó Andino,Montañas cubiertas de bosque y nubes en el Chocó Andino de Ecuador,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT009,/things-to-do-in-choco-andino/,/es/que-hacer-en-el-choco-andino/,Things to Do in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-hero.jpg,assets/images/pages/replacements/cat009-card-01.jpg,Rural community landscape in the Chocó Andino,Paisaje comunitario rural del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT009,/things-to-do-in-choco-andino/,/es/que-hacer-en-el-choco-andino/,Things to Do in the Chocó Andino,content_card,/assets/images/pages/home/cacao-pod.jpg,assets/images/pages/replacements/cat009-card-02.jpg,Open cacao pod showing beans and white pulp,Mazorca abierta con semillas de cacao y pulpa blanca,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT009,/things-to-do-in-choco-andino/,/es/que-hacer-en-el-choco-andino/,Things to Do in the Chocó Andino,content_card,/assets/images/pages/home/coffee-cherries.jpg,assets/images/pages/replacements/cat009-card-03.jpg,Red coffee cherries growing on a branch,Cerezas rojas de café creciendo en una rama,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT009,/things-to-do-in-choco-andino/,/es/que-hacer-en-el-choco-andino/,Things to Do in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat009-card-04.jpg,Clouds moving through forested ridges,Nubes sobre cordilleras cubiertas de bosque,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT009,/things-to-do-in-choco-andino/,/es/que-hacer-en-el-choco-andino/,Things to Do in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat009-card-05.jpg,Water and forest scenery in the Andean foothills,Agua y bosque en las estribaciones andinas,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT009,/things-to-do-in-choco-andino/,/es/que-hacer-en-el-choco-andino/,Things to Do in the Chocó Andino,content_card,/assets/cta_park_page_03.jpg,assets/images/pages/replacements/cat009-card-06.jpg,Misty mountains in the Chocó Andino landscape,Montañas con neblina en el paisaje del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT010,/choco-andino-day-trip-from-quito/,/es/excursion-choco-andino-desde-quito/,Chocó Andino Day Trip from Quito,hero,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat010-hero.jpg,Forested mountains and cloud layers in the Chocó Andino northwest of Quito,Montañas cubiertas de bosque y nubes en el Chocó Andino al noroccidente de Quito,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT010,/choco-andino-day-trip-from-quito/,/es/excursion-choco-andino-desde-quito/,Chocó Andino Day Trip from Quito,content_card,/assets/images/pages/placeholders/placeholder-hero.jpg,assets/images/pages/replacements/cat010-card-01.jpg,Rural landscape and local activity in the Chocó Andino,Paisaje rural y actividad local en el Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT010,/choco-andino-day-trip-from-quito/,/es/excursion-choco-andino-desde-quito/,Chocó Andino Day Trip from Quito,content_card,/assets/images/pages/home/cacao-processing.jpg,assets/images/pages/replacements/cat010-card-02.jpg,Cacao beans being processed by a local producer,Semillas de cacao procesadas por un productor local,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT010,/choco-andino-day-trip-from-quito/,/es/excursion-choco-andino-desde-quito/,Chocó Andino Day Trip from Quito,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat010-card-03.jpg,Clouds moving through forested ridges in the Chocó Andino,Nubes entre cordilleras boscosas del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT011,/private-tours-choco-andino/,/es/tours-privados-choco-andino/,Private Tours in the Chocó Andino,hero,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat011-hero.jpg,Forested mountains and cloud layers in Ecuador's Chocó Andino,Montañas cubiertas de bosque y nubes en el Chocó Andino de Ecuador,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT011,/private-tours-choco-andino/,/es/tours-privados-choco-andino/,Private Tours in the Chocó Andino,content_card,/assets/images/pages/home/cacao-pod.jpg,assets/images/pages/replacements/cat011-card-01.jpg,Open cacao pod representing a shared local experience,Mazorca de cacao abierta como ejemplo de una experiencia local compartida,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT011,/private-tours-choco-andino/,/es/tours-privados-choco-andino/,Private Tours in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-hero.jpg,assets/images/pages/replacements/cat011-card-02.jpg,Local outdoor setting suitable for a private family route,Espacio local al aire libre apropiado para una ruta familiar privada,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT011,/private-tours-choco-andino/,/es/tours-privados-choco-andino/,Private Tours in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat011-card-03.jpg,Cloud forest ridges for a small-group regional tour,Cordilleras de bosque nublado para un tour regional de grupo pequeño,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT011,/private-tours-choco-andino/,/es/tours-privados-choco-andino/,Private Tours in the Chocó Andino,content_card,/assets/images/pages/home/cacao-processing.jpg,assets/images/pages/replacements/cat011-card-04.jpg,Cacao processing during a producer-focused experience,Procesamiento de cacao durante una experiencia con productores,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT011,/private-tours-choco-andino/,/es/tours-privados-choco-andino/,Private Tours in the Chocó Andino,content_card,/assets/cta_park_page_03.jpg,assets/images/pages/replacements/cat011-card-05.jpg,Misty regional road and mountain landscape,Vía regional entre neblina y paisaje montañoso,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT011,/private-tours-choco-andino/,/es/tours-privados-choco-andino/,Private Tours in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat011-card-06.jpg,Forest and river landscape for a nature-focused route,Paisaje de bosque y río para una ruta de naturaleza,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT012,/experiences/cacao-chocolate-choco-andino/,/es/experiencias/cacao-y-chocolate-choco-andino/,Cacao and Chocolate Experiences in the Chocó Andino,hero,/assets/images/pages/home/cacao-processing.jpg,assets/images/pages/replacements/cat012-hero.jpg,Cacao beans drying during an artisanal production process,Semillas de cacao secándose durante un proceso artesanal,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT012,/experiences/cacao-chocolate-choco-andino/,/es/experiencias/cacao-y-chocolate-choco-andino/,Cacao and Chocolate Experiences in the Chocó Andino,content_card,/assets/images/pages/home/cacao-pod.jpg,assets/images/pages/replacements/cat012-card-01.jpg,Open cacao pod showing beans surrounded by white pulp,Mazorca abierta con semillas de cacao rodeadas de pulpa blanca,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT012,/experiences/cacao-chocolate-choco-andino/,/es/experiencias/cacao-y-chocolate-choco-andino/,Cacao and Chocolate Experiences in the Chocó Andino,content_card,/assets/images/pages/home/cacao-processing.jpg,assets/images/pages/replacements/cat012-card-02.jpg,Cacao beans arranged during processing,Semillas de cacao organizadas durante su procesamiento,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT012,/experiences/cacao-chocolate-choco-andino/,/es/experiencias/cacao-y-chocolate-choco-andino/,Cacao and Chocolate Experiences in the Chocó Andino,content_card,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat012-card-03.jpg,Cloud forest landscape surrounding productive areas of the Chocó Andino,Paisaje de bosque nublado alrededor de zonas productivas del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
