pair_id,review_order,build_phase,priority,decision,page_type,topic_cluster,cluster_role,language,page_path,page_url,counterpart_path,counterpart_url,canonical_url,hreflang_en_url,hreflang_es_url,hreflang_x_default_url,page_name,title_tag,meta_description,h1,primary_keyword,counterpart_primary_keyword,secondary_keywords,search_intent,audience_segment,funnel_stage,content_goal,conversion_goal,product_codes,product_truth_status,primary_cta,secondary_cta,required_internal_links,sister_site_target,schema_types,css_cluster,analytics_page_type,analytics_events,primary_entity,supporting_entities,answer_first_question,faq_topics,geo_entities,image_direction,source_basis,cannibalization_guard,content_min_words,content_max_words,sitemap_include,sitemap_priority,sitemap_changefreq,indexability,build_status,human_review_required,qa_requirements,implementation_notes
CAT006,6,phase_0,High,create,about_page,trust,support,en,/about/,https://chocoandinotours.com/about/,/es/sobre-nosotros/,https://chocoandinotours.com/es/sobre-nosotros/,https://chocoandinotours.com/about/,https://chocoandinotours.com/about/,https://chocoandinotours.com/es/sobre-nosotros/,https://chocoandinotours.com/about/,About Chocó Andino Tours,About Chocó Andino Tours | Local Regional Travel,"Learn how Chocó Andino Tours connects travelers with culture, producers, communities and cloud forest landscapes through responsible local planning.",About Chocó Andino Tours,Chocó Andino local tour team,equipo local Chocó Andino,Chocó Andino Ecuador | northwest Quito | local guided experience,navigational_trust,independent_travelers_couples_families_small_groups,middle,Answer the core planning question for About Chocó Andino Tours and move the visitor to the correct next decision.,"Qualified tour request, WhatsApp conversation or intentional sister-site handoff",TBD_CAT_PRODUCT_MAP,not_applicable,Meet the approach,Plan with us,/ | /responsible-travel-choco-andino/ | /contact/,,WebPage | BreadcrumbList,guide,about_page,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,About Chocó Andino Tours,Chocó Andino de Pichincha Biosphere Reserve | Pichincha | Ecuador,What should a traveler know before choosing About Chocó Andino Tours?,What is this experience or place? | Who is it best for? | How long should I allow? | What must be confirmed before visiting?,Chocó Andino de Pichincha | northwest Quito | Pichincha | Ecuador,"Authentic regional landscape, producer, community or cultural image with permission; avoid generic stock and wildlife promises.",Current brand; reusable site architecture,Keep the page centered on the wider Chocó Andino; link narrow Mindo activity and specialist birding intent to sister sites.,900,1450,yes,0.8,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,"Owner must approve all factual team, license, partnership and operating claims."
CAT006,6,phase_0,High,create,about_page,trust,support,es,/es/sobre-nosotros/,https://chocoandinotours.com/es/sobre-nosotros/,/about/,https://chocoandinotours.com/about/,https://chocoandinotours.com/es/sobre-nosotros/,https://chocoandinotours.com/about/,https://chocoandinotours.com/es/sobre-nosotros/,https://chocoandinotours.com/about/,Sobre Chocó Andino Tours,Sobre Chocó Andino Tours | Viajes Locales,"Conoce cómo Chocó Andino Tours conecta a los viajeros con cultura, productores, comunidades y paisajes de bosque nublado mediante una planificación responsable.",Sobre Chocó Andino Tours,equipo local Chocó Andino,Chocó Andino local tour team,Chocó Andino Ecuador | noroccidente de Quito | experiencia guiada local,navigational_trust,independent_travelers_couples_families_small_groups,middle,Responder la pregunta principal sobre Sobre Chocó Andino Tours y llevar al visitante a la siguiente decisión correcta.,"Solicitud calificada, conversación por WhatsApp o derivación intencional al sitio hermano",TBD_CAT_PRODUCT_MAP,not_applicable,Conocer el enfoque,Planificar con nosotros,/es/ | /es/viaje-responsable-choco-andino/ | /es/contacto/,,WebPage | BreadcrumbList,guide,about_page,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Sobre Chocó Andino Tours,Reserva de Biósfera del Chocó Andino de Pichincha | Pichincha | Ecuador,¿Qué debe saber un viajero antes de elegir Sobre Chocó Andino Tours?,¿Qué es esta experiencia o lugar? | ¿Para quién es adecuada? | ¿Cuánto tiempo se necesita? | ¿Qué se debe confirmar antes de visitar?,Chocó Andino de Pichincha | noroccidente de Quito | Pichincha | Ecuador,"Imagen auténtica de paisaje, productor, comunidad o cultura con permiso; evitar fotos genéricas y promesas de fauna.",Current brand; reusable site architecture,Mantener el enfoque en el Chocó Andino amplio; dirigir actividades puntuales de Mindo y aviturismo especializado a sitios hermanos.,900,1450,yes,0.8,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,"Owner must approve all factual team, license, partnership and operating claims."
CAT007,7,phase_1,High,create,travel_guide_hub,travel_planning,pillar,en,/choco-andino-travel-guide/,https://chocoandinotours.com/choco-andino-travel-guide/,/es/guia-de-viaje-choco-andino/,https://chocoandinotours.com/es/guia-de-viaje-choco-andino/,https://chocoandinotours.com/choco-andino-travel-guide/,https://chocoandinotours.com/choco-andino-travel-guide/,https://chocoandinotours.com/es/guia-de-viaje-choco-andino/,https://chocoandinotours.com/choco-andino-travel-guide/,Chocó Andino Travel Guide,Chocó Andino Travel Guide | Plan from Quito,"Plan when to go, how to travel, where to base yourself and how to combine communities, cloud forest, cacao and coffee in the Chocó Andino.",Chocó Andino Travel Guide,Chocó Andino travel guide,guía de viaje Chocó Andino,Chocó Andino from Quito | northwest Quito travel,informational_commercial,independent_travelers_couples_families_small_groups,top_middle,Answer the core planning question for Chocó Andino Travel Guide and move the visitor to the correct next decision.,"Qualified tour request, WhatsApp conversation or intentional sister-site handoff",TBD_CAT_PRODUCT_MAP,not_applicable,Plan your visit,Compare private routes,/choco-andino-biosphere-reserve/ | /things-to-do-in-choco-andino/ | /quito-to-choco-andino-transport/ | /book-tour/,,Article | FAQPage | WebPage | BreadcrumbList,hub,travel_guide_hub,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Chocó Andino Travel Guide,Chocó Andino de Pichincha Biosphere Reserve | Pichincha | Ecuador,What should a traveler know before choosing Chocó Andino Travel Guide?,What is this experience or place? | Who is it best for? | How long should I allow? | What must be confirmed before visiting?,Chocó Andino de Pichincha | northwest Quito | Pichincha | Ecuador,"Authentic regional landscape, producer, community or cultural image with permission; avoid generic stock and wildlife promises.",UNESCO; Quito Turismo; sister-site GSC travel demand,Keep the page centered on the wider Chocó Andino; link narrow Mindo activity and specialist birding intent to sister sites.,1100,1700,yes,0.8,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,"Primary planning hub for the wider region, not only Mindo."
CAT007,7,phase_1,High,create,travel_guide_hub,travel_planning,pillar,es,/es/guia-de-viaje-choco-andino/,https://chocoandinotours.com/es/guia-de-viaje-choco-andino/,/choco-andino-travel-guide/,https://chocoandinotours.com/choco-andino-travel-guide/,https://chocoandinotours.com/es/guia-de-viaje-choco-andino/,https://chocoandinotours.com/choco-andino-travel-guide/,https://chocoandinotours.com/es/guia-de-viaje-choco-andino/,https://chocoandinotours.com/choco-andino-travel-guide/,Guía de Viaje del Chocó Andino,Guía de Viaje del Chocó Andino | Desde Quito,"Planifica cuándo ir, cómo movilizarte, dónde alojarte y cómo combinar comunidades, bosque nublado, cacao y café en el Chocó Andino.",Guía de Viaje del Chocó Andino,guía de viaje Chocó Andino,Chocó Andino travel guide,Chocó Andino desde Quito | turismo noroccidente de Quito,informational_commercial,independent_travelers_couples_families_small_groups,top_middle,Responder la pregunta principal sobre Guía de Viaje del Chocó Andino y llevar al visitante a la siguiente decisión correcta.,"Solicitud calificada, conversación por WhatsApp o derivación intencional al sitio hermano",TBD_CAT_PRODUCT_MAP,not_applicable,Planificar la visita,Comparar rutas privadas,/es/reserva-de-biosfera-choco-andino/ | /es/que-hacer-en-el-choco-andino/ | /es/transporte-quito-choco-andino/ | /es/reservar-tour/,,Article | FAQPage | WebPage | BreadcrumbList,hub,travel_guide_hub,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Guía de Viaje del Chocó Andino,Reserva de Biósfera del Chocó Andino de Pichincha | Pichincha | Ecuador,¿Qué debe saber un viajero antes de elegir Guía de Viaje del Chocó Andino?,¿Qué es esta experiencia o lugar? | ¿Para quién es adecuada? | ¿Cuánto tiempo se necesita? | ¿Qué se debe confirmar antes de visitar?,Chocó Andino de Pichincha | noroccidente de Quito | Pichincha | Ecuador,"Imagen auténtica de paisaje, productor, comunidad o cultura con permiso; evitar fotos genéricas y promesas de fauna.",UNESCO; Quito Turismo; sister-site GSC travel demand,Mantener el enfoque en el Chocó Andino amplio; dirigir actividades puntuales de Mindo y aviturismo especializado a sitios hermanos.,1100,1700,yes,0.8,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,"Primary planning hub for the wider region, not only Mindo."
CAT008,8,phase_1,High,create,destination_guide,biosphere,pillar,en,/choco-andino-biosphere-reserve/,https://chocoandinotours.com/choco-andino-biosphere-reserve/,/es/reserva-de-biosfera-choco-andino/,https://chocoandinotours.com/es/reserva-de-biosfera-choco-andino/,https://chocoandinotours.com/choco-andino-biosphere-reserve/,https://chocoandinotours.com/choco-andino-biosphere-reserve/,https://chocoandinotours.com/es/reserva-de-biosfera-choco-andino/,https://chocoandinotours.com/choco-andino-biosphere-reserve/,Chocó Andino Biosphere Reserve,Chocó Andino Biosphere Reserve | Visitor Guide,"Understand the UNESCO Chocó Andino de Pichincha Biosphere Reserve, its landscapes, biodiversity, communities and responsible ways to visit.",Chocó Andino Biosphere Reserve,Chocó Andino Biosphere Reserve,Reserva de Biósfera del Chocó Andino,UNESCO biosphere reserve Ecuador | cloud forest near Quito,informational,independent_travelers_couples_families_small_groups,top,Answer the core planning question for Chocó Andino Biosphere Reserve and move the visitor to the correct next decision.,"Qualified tour request, WhatsApp conversation or intentional sister-site handoff",TBD_CAT_PRODUCT_MAP,not_applicable,Explore the region,Plan a responsible visit,/choco-andino-travel-guide/ | /responsible-travel-choco-andino/ | /things-to-do-in-choco-andino/,,Article | FAQPage | WebPage | BreadcrumbList,hub,destination_guide,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Chocó Andino Biosphere Reserve,Chocó Andino de Pichincha Biosphere Reserve | Pichincha | Ecuador,What should a traveler know before choosing Chocó Andino Biosphere Reserve?,What is this experience or place? | Who is it best for? | How long should I allow? | What must be confirmed before visiting?,Chocó Andino de Pichincha | northwest Quito | Pichincha | Ecuador,"Authentic regional landscape, producer, community or cultural image with permission; avoid generic stock and wildlife promises.",UNESCO MAB Chocó Andino de Pichincha profile,Keep the page centered on the wider Chocó Andino; link narrow Mindo activity and specialist birding intent to sister sites.,900,1450,yes,0.8,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,Use UNESCO naming accurately; do not imply organizational affiliation.
CAT008,8,phase_1,High,create,destination_guide,biosphere,pillar,es,/es/reserva-de-biosfera-choco-andino/,https://chocoandinotours.com/es/reserva-de-biosfera-choco-andino/,/choco-andino-biosphere-reserve/,https://chocoandinotours.com/choco-andino-biosphere-reserve/,https://chocoandinotours.com/es/reserva-de-biosfera-choco-andino/,https://chocoandinotours.com/choco-andino-biosphere-reserve/,https://chocoandinotours.com/es/reserva-de-biosfera-choco-andino/,https://chocoandinotours.com/choco-andino-biosphere-reserve/,Reserva de Biósfera del Chocó Andino,Reserva de Biósfera del Chocó Andino | Guía,"Conoce la Reserva de Biósfera del Chocó Andino de Pichincha, sus paisajes, biodiversidad, comunidades y formas responsables de visitarla.",Reserva de Biósfera del Chocó Andino,Reserva de Biósfera del Chocó Andino,Chocó Andino Biosphere Reserve,reserva de biósfera UNESCO Ecuador | bosque nublado cerca de Quito,informational,independent_travelers_couples_families_small_groups,top,Responder la pregunta principal sobre Reserva de Biósfera del Chocó Andino y llevar al visitante a la siguiente decisión correcta.,"Solicitud calificada, conversación por WhatsApp o derivación intencional al sitio hermano",TBD_CAT_PRODUCT_MAP,not_applicable,Explorar la región,Planificar una visita responsable,/es/guia-de-viaje-choco-andino/ | /es/viaje-responsable-choco-andino/ | /es/que-hacer-en-el-choco-andino/,,Article | FAQPage | WebPage | BreadcrumbList,hub,destination_guide,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Reserva de Biósfera del Chocó Andino,Reserva de Biósfera del Chocó Andino de Pichincha | Pichincha | Ecuador,¿Qué debe saber un viajero antes de elegir Reserva de Biósfera del Chocó Andino?,¿Qué es esta experiencia o lugar? | ¿Para quién es adecuada? | ¿Cuánto tiempo se necesita? | ¿Qué se debe confirmar antes de visitar?,Chocó Andino de Pichincha | noroccidente de Quito | Pichincha | Ecuador,"Imagen auténtica de paisaje, productor, comunidad o cultura con permiso; evitar fotos genéricas y promesas de fauna.",UNESCO MAB Chocó Andino de Pichincha profile,Mantener el enfoque en el Chocó Andino amplio; dirigir actividades puntuales de Mindo y aviturismo especializado a sitios hermanos.,900,1450,yes,0.8,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,Use UNESCO naming accurately; do not imply organizational affiliation.
CAT009,9,phase_1,High,create,destination_hub,things_to_do,pillar,en,/things-to-do-in-choco-andino/,https://chocoandinotours.com/things-to-do-in-choco-andino/,/es/que-hacer-en-el-choco-andino/,https://chocoandinotours.com/es/que-hacer-en-el-choco-andino/,https://chocoandinotours.com/things-to-do-in-choco-andino/,https://chocoandinotours.com/things-to-do-in-choco-andino/,https://chocoandinotours.com/es/que-hacer-en-el-choco-andino/,https://chocoandinotours.com/things-to-do-in-choco-andino/,Things to Do in the Chocó Andino,Things to Do in the Chocó Andino | Ecuador Guide,"Compare community visits, cacao, coffee, cloud forest walks, waterfalls, archaeology and local food across the Chocó Andino near Quito.",Things to Do in the Chocó Andino,things to do in Chocó Andino,qué hacer en el Chocó Andino,Chocó Andino Ecuador | northwest Quito | local guided experience,informational_commercial,independent_travelers_couples_families_small_groups,middle,Answer the core planning question for Things to Do in the Chocó Andino and move the visitor to the correct next decision.,"Qualified tour request, WhatsApp conversation or intentional sister-site handoff",TBD_CAT_PRODUCT_MAP,mixed_active_needs_mapping,Compare experiences,Ask for recommendations,/experiences/ | /tours/ | /mindo-and-choco-andino/ | /book-tour/,,CollectionPage | ItemList | WebPage | BreadcrumbList,hub,destination_hub,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Things to Do in the Chocó Andino,Chocó Andino de Pichincha Biosphere Reserve | Pichincha | Ecuador,What should a traveler know before choosing Things to Do in the Chocó Andino?,What is this experience or place? | Who is it best for? | How long should I allow? | What must be confirmed before visiting?,Chocó Andino de Pichincha | northwest Quito | Pichincha | Ecuador,"Authentic regional landscape, producer, community or cultural image with permission; avoid generic stock and wildlife promises.",Quito Turismo destination content; MindoTours and MBW GSC demand,Keep the page centered on the wider Chocó Andino; link narrow Mindo activity and specialist birding intent to sister sites.,1100,1700,yes,0.8,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,Own region-wide discovery intent; link narrow Mindo activities to MindoTours.
CAT009,9,phase_1,High,create,destination_hub,things_to_do,pillar,es,/es/que-hacer-en-el-choco-andino/,https://chocoandinotours.com/es/que-hacer-en-el-choco-andino/,/things-to-do-in-choco-andino/,https://chocoandinotours.com/things-to-do-in-choco-andino/,https://chocoandinotours.com/es/que-hacer-en-el-choco-andino/,https://chocoandinotours.com/things-to-do-in-choco-andino/,https://chocoandinotours.com/es/que-hacer-en-el-choco-andino/,https://chocoandinotours.com/things-to-do-in-choco-andino/,Qué Hacer en el Chocó Andino,Qué Hacer en el Chocó Andino | Guía de Ecuador,"Compara visitas comunitarias, cacao, café, caminatas de bosque nublado, cascadas, arqueología y gastronomía local cerca de Quito.",Qué Hacer en el Chocó Andino,qué hacer en el Chocó Andino,things to do in Chocó Andino,Chocó Andino Ecuador | noroccidente de Quito | experiencia guiada local,informational_commercial,independent_travelers_couples_families_small_groups,middle,Responder la pregunta principal sobre Qué Hacer en el Chocó Andino y llevar al visitante a la siguiente decisión correcta.,"Solicitud calificada, conversación por WhatsApp o derivación intencional al sitio hermano",TBD_CAT_PRODUCT_MAP,mixed_active_needs_mapping,Comparar experiencias,Pedir recomendaciones,/es/experiencias/ | /es/tours/ | /es/mindo-y-choco-andino/ | /es/reservar-tour/,,CollectionPage | ItemList | WebPage | BreadcrumbList,hub,destination_hub,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Qué Hacer en el Chocó Andino,Reserva de Biósfera del Chocó Andino de Pichincha | Pichincha | Ecuador,¿Qué debe saber un viajero antes de elegir Qué Hacer en el Chocó Andino?,¿Qué es esta experiencia o lugar? | ¿Para quién es adecuada? | ¿Cuánto tiempo se necesita? | ¿Qué se debe confirmar antes de visitar?,Chocó Andino de Pichincha | noroccidente de Quito | Pichincha | Ecuador,"Imagen auténtica de paisaje, productor, comunidad o cultura con permiso; evitar fotos genéricas y promesas de fauna.",Quito Turismo destination content; MindoTours and MBW GSC demand,Mantener el enfoque en el Chocó Andino amplio; dirigir actividades puntuales de Mindo y aviturismo especializado a sitios hermanos.,1100,1700,yes,0.8,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,Own region-wide discovery intent; link narrow Mindo activities to MindoTours.
CAT010,10,phase_1,High,create,commercial_guide,day_trips,commercial,en,/choco-andino-day-trip-from-quito/,https://chocoandinotours.com/choco-andino-day-trip-from-quito/,/es/excursion-choco-andino-desde-quito/,https://chocoandinotours.com/es/excursion-choco-andino-desde-quito/,https://chocoandinotours.com/choco-andino-day-trip-from-quito/,https://chocoandinotours.com/choco-andino-day-trip-from-quito/,https://chocoandinotours.com/es/excursion-choco-andino-desde-quito/,https://chocoandinotours.com/choco-andino-day-trip-from-quito/,Chocó Andino Day Trip from Quito,Chocó Andino Day Trip from Quito | Private Route,"Plan a private day trip from Quito into the Chocó Andino with a realistic route combining culture, local producers and cloud forest landscapes.",Chocó Andino Day Trip from Quito,Chocó Andino day trip from Quito,excursión Chocó Andino desde Quito,Chocó Andino Ecuador | northwest Quito | local guided experience,commercial,independent_travelers_couples_families_small_groups,bottom,Answer the core planning question for Chocó Andino Day Trip from Quito and move the visitor to the correct next decision.,"Qualified tour request, WhatsApp conversation or intentional sister-site handoff",TBD_CAT_PRODUCT_MAP,custom_route_needs_confirmation,Request a day trip,Compare route ideas,/private-tours-choco-andino/ | /quito-to-choco-andino-transport/ | /book-tour/,,Service | FAQPage | WebPage | BreadcrumbList,guide,commercial_guide,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Chocó Andino Day Trip from Quito,Chocó Andino de Pichincha Biosphere Reserve | Pichincha | Ecuador,What should a traveler know before choosing Chocó Andino Day Trip from Quito?,What is this experience or place? | Who is it best for? | How long should I allow? | What must be confirmed before visiting?,Chocó Andino de Pichincha | northwest Quito | Pichincha | Ecuador,"Authentic regional landscape, producer, community or cultural image with permission; avoid generic stock and wildlife promises.",MBW GSC day-trip demand; Quito Turismo regional access context,Keep the page centered on the wider Chocó Andino; link narrow Mindo activity and specialist birding intent to sister sites.,900,1450,yes,0.8,monthly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,"Do not publish fixed inclusions, times or price until operator routing is confirmed."
CAT010,10,phase_1,High,create,commercial_guide,day_trips,commercial,es,/es/excursion-choco-andino-desde-quito/,https://chocoandinotours.com/es/excursion-choco-andino-desde-quito/,/choco-andino-day-trip-from-quito/,https://chocoandinotours.com/choco-andino-day-trip-from-quito/,https://chocoandinotours.com/es/excursion-choco-andino-desde-quito/,https://chocoandinotours.com/choco-andino-day-trip-from-quito/,https://chocoandinotours.com/es/excursion-choco-andino-desde-quito/,https://chocoandinotours.com/choco-andino-day-trip-from-quito/,Excursión al Chocó Andino desde Quito,Excursión al Chocó Andino desde Quito | Ruta Privada,"Planifica una excursión privada desde Quito con una ruta realista que combine cultura, productores locales y paisajes de bosque nublado.",Excursión al Chocó Andino desde Quito,excursión Chocó Andino desde Quito,Chocó Andino day trip from Quito,Chocó Andino Ecuador | noroccidente de Quito | experiencia guiada local,commercial,independent_travelers_couples_families_small_groups,bottom,Responder la pregunta principal sobre Excursión al Chocó Andino desde Quito y llevar al visitante a la siguiente decisión correcta.,"Solicitud calificada, conversación por WhatsApp o derivación intencional al sitio hermano",TBD_CAT_PRODUCT_MAP,custom_route_needs_confirmation,Solicitar una excursión,Comparar rutas,/es/tours-privados-choco-andino/ | /es/transporte-quito-choco-andino/ | /es/reservar-tour/,,Service | FAQPage | WebPage | BreadcrumbList,guide,commercial_guide,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Excursión al Chocó Andino desde Quito,Reserva de Biósfera del Chocó Andino de Pichincha | Pichincha | Ecuador,¿Qué debe saber un viajero antes de elegir Excursión al Chocó Andino desde Quito?,¿Qué es esta experiencia o lugar? | ¿Para quién es adecuada? | ¿Cuánto tiempo se necesita? | ¿Qué se debe confirmar antes de visitar?,Chocó Andino de Pichincha | noroccidente de Quito | Pichincha | Ecuador,"Imagen auténtica de paisaje, productor, comunidad o cultura con permiso; evitar fotos genéricas y promesas de fauna.",MBW GSC day-trip demand; Quito Turismo regional access context,Mantener el enfoque en el Chocó Andino amplio; dirigir actividades puntuales de Mindo y aviturismo especializado a sitios hermanos.,900,1450,yes,0.8,monthly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,"Do not publish fixed inclusions, times or price until operator routing is confirmed."
CAT011,11,phase_1,High,create,commercial_page,private_tours,commercial,en,/private-tours-choco-andino/,https://chocoandinotours.com/private-tours-choco-andino/,/es/tours-privados-choco-andino/,https://chocoandinotours.com/es/tours-privados-choco-andino/,https://chocoandinotours.com/private-tours-choco-andino/,https://chocoandinotours.com/private-tours-choco-andino/,https://chocoandinotours.com/es/tours-privados-choco-andino/,https://chocoandinotours.com/private-tours-choco-andino/,Private Tours in the Chocó Andino,Private Tours in the Chocó Andino | Custom Ecuador Routes,"Plan a private Chocó Andino route for couples, families and small groups with flexible pacing, local context and confirmed logistics.",Private Tours in the Chocó Andino,private Chocó Andino tours,tours privados Chocó Andino,Chocó Andino Ecuador | northwest Quito | local guided experience,commercial,independent_travelers_couples_families_small_groups,bottom,Answer the core planning question for Private Tours in the Chocó Andino and move the visitor to the correct next decision.,"Qualified tour request, WhatsApp conversation or intentional sister-site handoff",TBD_CAT_PRODUCT_MAP,custom_route_needs_confirmation,Request a private plan,Explore experiences,/tours/ | /experiences/ | /book-tour/,,Service | FAQPage | WebPage | BreadcrumbList,guide,commercial_page,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Private Tours in the Chocó Andino,Chocó Andino de Pichincha Biosphere Reserve | Pichincha | Ecuador,What should a traveler know before choosing Private Tours in the Chocó Andino?,What is this experience or place? | Who is it best for? | How long should I allow? | What must be confirmed before visiting?,Chocó Andino de Pichincha | northwest Quito | Pichincha | Ecuador,"Authentic regional landscape, producer, community or cultural image with permission; avoid generic stock and wildlife promises.",MindoTours private-tour pattern; regional destination evidence,Keep the page centered on the wider Chocó Andino; link narrow Mindo activity and specialist birding intent to sister sites.,900,1450,yes,0.8,monthly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,"Position as custom regional planning, not a clone of MindoTours private pages."
CAT011,11,phase_1,High,create,commercial_page,private_tours,commercial,es,/es/tours-privados-choco-andino/,https://chocoandinotours.com/es/tours-privados-choco-andino/,/private-tours-choco-andino/,https://chocoandinotours.com/private-tours-choco-andino/,https://chocoandinotours.com/es/tours-privados-choco-andino/,https://chocoandinotours.com/private-tours-choco-andino/,https://chocoandinotours.com/es/tours-privados-choco-andino/,https://chocoandinotours.com/private-tours-choco-andino/,Tours Privados en el Chocó Andino,Tours Privados en el Chocó Andino | Rutas a Medida,"Planifica una ruta privada para parejas, familias y grupos pequeños con ritmo flexible, contexto local y logística confirmada.",Tours Privados en el Chocó Andino,tours privados Chocó Andino,private Chocó Andino tours,Chocó Andino Ecuador | noroccidente de Quito | experiencia guiada local,commercial,independent_travelers_couples_families_small_groups,bottom,Responder la pregunta principal sobre Tours Privados en el Chocó Andino y llevar al visitante a la siguiente decisión correcta.,"Solicitud calificada, conversación por WhatsApp o derivación intencional al sitio hermano",TBD_CAT_PRODUCT_MAP,custom_route_needs_confirmation,Solicitar un plan privado,Explorar experiencias,/es/tours/ | /es/experiencias/ | /es/reservar-tour/,,Service | FAQPage | WebPage | BreadcrumbList,guide,commercial_page,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Tours Privados en el Chocó Andino,Reserva de Biósfera del Chocó Andino de Pichincha | Pichincha | Ecuador,¿Qué debe saber un viajero antes de elegir Tours Privados en el Chocó Andino?,¿Qué es esta experiencia o lugar? | ¿Para quién es adecuada? | ¿Cuánto tiempo se necesita? | ¿Qué se debe confirmar antes de visitar?,Chocó Andino de Pichincha | noroccidente de Quito | Pichincha | Ecuador,"Imagen auténtica de paisaje, productor, comunidad o cultura con permiso; evitar fotos genéricas y promesas de fauna.",MindoTours private-tour pattern; regional destination evidence,Mantener el enfoque en el Chocó Andino amplio; dirigir actividades puntuales de Mindo y aviturismo especializado a sitios hermanos.,900,1450,yes,0.8,monthly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,"Position as custom regional planning, not a clone of MindoTours private pages."
